Tarih;SKU;Ürün;Kategori;Adet;Birim Fiyat;Ciro;Maliyet;İskonto;İade;Kanal;Müşteri No
2026-01-10;ELK-004;Elektronik 4;Elektronik;1;2468,00;2327,59;1974,40;140,41;Hayır;Mağaza;MUS-0243
2026-01-10;GIY-004;Giyim Ürünü 4;Giyim;3;477,00;1330,80;787,05;100,20;Hayır;Mağaza;MUS-0331
2026-01-10;GIY-004;Giyim Ürünü 4;Giyim;1;693,00;692,63;381,15;0,37;Hayır;Pazaryeri;MUS-0181
2026-01-10;GIY-005;Giyim Ürünü 5;Giyim;1;191,00;177,30;105,05;13,70;Hayır;Pazaryeri;MUS-0145
2026-01-10;GIY-002;Giyim Ürünü 2;Giyim;2;250,00;473,41;275,00;26,59;Hayır;Pazaryeri;MUS-0314
2026-01-10;GIY-002;Giyim Ürünü 2;Giyim;1;566,00;526,11;311,30;39,89;Hayır;Pazaryeri;MUS-0176
2026-01-10;EVT-005;Ev Tekstili 5;Ev Tekstili;3;680,00;2011,35;1020,00;28,65;Hayır;Web;MUS-0285
2026-01-10;EVT-003;Ev Tekstili 3;Ev Tekstili;1;176,00;168,89;88,00;7,11;Hayır;Pazaryeri;MUS-0338
2026-01-10;GIY-004;Giyim Ürünü 4;Giyim;2;523,00;984,50;575,30;61,50;Hayır;Web;MUS-0232
2026-01-10;AYK-001;Ayakkabı 1;Ayakkabı;1;394,00;373,90;236,40;20,10;Hayır;Mağaza;MUS-0051
2026-01-10;AYK-001;Ayakkabı 1;Ayakkabı;2;331,00;619,11;397,20;42,89;Hayır;Web;MUS-0325
2026-01-11;ELK-002;Elektronik 2;Elektronik;1;3675,00;3604,38;2940,00;70,62;Hayır;Mağaza;MUS-0346
2026-01-11;ELK-002;Elektronik 2;Elektronik;2;3239,00;6122,08;5182,40;355,92;Hayır;Web;MUS-0221
2026-01-11;EVT-001;Ev Tekstili 1;Ev Tekstili;3;745,00;2204,24;1117,50;30,76;Hayır;Web;MUS-0020
2026-01-11;AKS-003;Aksesuar 3;Aksesuar;3;70,00;198,77;94,50;11,23;Hayır;Pazaryeri;MUS-0153
2026-01-11;GIY-005;Giyim Ürünü 5;Giyim;3;545,00;1511,59;899,25;123,41;Hayır;Mağaza;MUS-0147
2026-01-11;GIY-005;Giyim Ürünü 5;Giyim;1;524,00;512,20;288,20;11,80;Hayır;Pazaryeri;MUS-0233
2026-01-11;GIY-003;Giyim Ürünü 3;Giyim;3;568,00;1582,24;937,20;121,76;Hayır;Web;MUS-0305
2026-01-11;AKS-001;Aksesuar 1;Aksesuar;2;320,00;638,32;288,00;1,68;Hayır;Web;MUS-0195
2026-01-11;AYK-001;Ayakkabı 1;Ayakkabı;1;887,00;842,48;532,20;44,52;Hayır;Web;MUS-0045
2026-01-11;GIY-001;Giyim Ürünü 1;Giyim;1;561,00;523,68;308,55;37,32;Hayır;Mağaza;MUS-0112
2026-01-11;GIY-004;Giyim Ürünü 4;Giyim;3;227,00;648,20;374,55;32,80;Hayır;Mağaza;MUS-0283
2026-01-11;GIY-001;Giyim Ürünü 1;Giyim;2;351,00;657,51;386,10;44,49;Hayır;Mağaza;MUS-0112
2026-01-11;GIY-003;Giyim Ürünü 3;Giyim;3;410,00;1182,42;676,50;47,58;Hayır;Pazaryeri;MUS-0211
2026-01-11;ELK-005;Elektronik 5;Elektronik;2;1584,00;3030,84;2534,40;137,16;Hayır;Pazaryeri;MUS-0317
2026-01-11;GIY-005;Giyim Ürünü 5;Giyim;2;451,00;873,19;496,10;28,81;Hayır;Mağaza;MUS-0097
2026-01-11;AKS-005;Aksesuar 5;Aksesuar;1;129,00;125,48;58,05;3,52;Hayır;Pazaryeri;MUS-0189
2026-01-11;GIY-002;Giyim Ürünü 2;Giyim;3;490,00;1386,00;808,50;84,00;Hayır;Pazaryeri;MUS-0146
2026-01-11;GIY-002;Giyim Ürünü 2;Giyim;3;588,00;1712,44;970,20;51,56;Hayır;Mağaza;MUS-0308
2026-01-12;GIY-005;Giyim Ürünü 5;Giyim;2;515,00;982,76;566,50;47,24;Hayır;Pazaryeri;MUS-0229
2026-01-12;ELK-002;Elektronik 2;Elektronik;1;5290,00;5095,68;4232,00;194,32;Hayır;Web;MUS-0138
2026-01-12;ELK-004;Elektronik 4;Elektronik;3;2910,00;8695,35;6984,00;34,65;Hayır;Mağaza;MUS-0041
2026-01-12;AYK-005;Ayakkabı 5;Ayakkabı;3;589,00;1721,11;1060,20;45,89;Hayır;Pazaryeri;MUS-0015
2026-01-12;EVT-004;Ev Tekstili 4;Ev Tekstili;1;871,00;820,40;435,50;50,60;Hayır;Web;MUS-0021
2026-01-12;GIY-005;Giyim Ürünü 5;Giyim;3;288,00;849,95;475,20;14,05;Hayır;Web;MUS-0006
2026-01-12;EVT-005;Ev Tekstili 5;Ev Tekstili;3;405,00;1143,09;607,50;71,91;Hayır;Pazaryeri;MUS-0334
2026-01-12;ELK-004;Elektronik 4;Elektronik;1;3688,00;3633,79;2950,40;54,21;Hayır;Mağaza;MUS-0108
2026-01-12;AKS-003;Aksesuar 3;Aksesuar;1;272,00;266,29;122,40;5,71;Hayır;Pazaryeri;MUS-0235
2026-01-12;ELK-004;Elektronik 4;Elektronik;2;3686,00;7061,96;5897,60;310,04;Hayır;Web;MUS-0073
2026-01-12;GIY-001;Giyim Ürünü 1;Giyim;1;209,00;203,70;114,95;5,30;Hayır;Pazaryeri;MUS-0140
2026-01-12;ELK-003;Elektronik 3;Elektronik;3;5330,00;15102,30;12792,00;887,70;Hayır;Web;MUS-0330
2026-01-12;EVT-001;Ev Tekstili 1;Ev Tekstili;2;366,00;682,44;366,00;49,56;Hayır;Mağaza;MUS-0234
2026-01-12;AKS-004;Aksesuar 4;Aksesuar;2;185,00;361,79;166,50;8,21;Hayır;Web;MUS-0021
2026-01-12;GIY-001;Giyim Ürünü 1;Giyim;3;330,00;955,13;544,50;34,87;Hayır;Web;MUS-0203
2026-01-12;GIY-001;Giyim Ürünü 1;Giyim;1;289,00;273,57;158,95;15,43;Hayır;Pazaryeri;MUS-0229
2026-01-12;EVT-002;Ev Tekstili 2;Ev Tekstili;2;208,00;404,15;208,00;11,85;Hayır;Pazaryeri;MUS-0081
2026-01-12;GIY-002;Giyim Ürünü 2;Giyim;1;462,00;457,30;254,10;4,70;Hayır;Pazaryeri;MUS-0079
2026-01-12;GIY-002;Giyim Ürünü 2;Giyim;3;352,00;1027,77;580,80;28,23;Hayır;Web;MUS-0064
2026-01-12;GIY-002;Giyim Ürünü 2;Giyim;3;248,00;699,13;409,20;44,87;Hayır;Mağaza;MUS-0292
2026-01-13;ELK-005;Elektronik 5;Elektronik;1;4154,00;4011,58;3323,20;142,42;Hayır;Mağaza;MUS-0242
2026-01-13;EVT-005;Ev Tekstili 5;Ev Tekstili;1;883,00;819,12;441,50;63,88;Hayır;Mağaza;MUS-0098
2026-01-13;GIY-005;Giyim Ürünü 5;Giyim;2;224,00;445,06;246,40;2,94;Hayır;Pazaryeri;MUS-0158
2026-01-13;GIY-004;Giyim Ürünü 4;Giyim;1;603,00;562,63;331,65;40,37;Hayır;Pazaryeri;MUS-0169
2026-01-13;AKS-001;Aksesuar 1;Aksesuar;1;187,00;180,52;84,15;6,48;Hayır;Web;MUS-0210
2026-01-13;AKS-004;Aksesuar 4;Aksesuar;1;88,00;87,84;39,60;0,16;Hayır;Pazaryeri;MUS-0048
2026-01-13;GIY-002;Giyim Ürünü 2;Giyim;3;166,00;492,87;273,90;5,13;Hayır;Mağaza;MUS-0327
2026-01-13;EVT-002;Ev Tekstili 2;Ev Tekstili;2;289,00;551,74;289,00;26,26;Hayır;Mağaza;MUS-0005
2026-01-13;GIY-004;Giyim Ürünü 4;Giyim;3;176,00;511,00;290,40;17,00;Hayır;Mağaza;MUS-0051
2026-01-13;GIY-001;Giyim Ürünü 1;Giyim;2;153,00;290,12;168,30;15,88;Hayır;Pazaryeri;MUS-0162
2026-01-13;AKS-005;Aksesuar 5;Aksesuar;3;217,00;600,90;292,95;50,10;Hayır;Web;MUS-0308
2026-01-13;ELK-004;Elektronik 4;Elektronik;2;2453,00;4750,60;3924,80;155,40;Hayır;Web;MUS-0170
2026-01-13;EVT-003;Ev Tekstili 3;Ev Tekstili;2;686,00;1264,21;686,00;107,79;Hayır;Web;MUS-0033
2026-01-13;GIY-005;Giyim Ürünü 5;Giyim;2;642,00;1269,19;706,20;14,81;Hayır;Mağaza;MUS-0080
2026-01-13;ELK-003;Elektronik 3;Elektronik;1;5011,00;5005,57;4008,80;5,43;Hayır;Mağaza;MUS-0008
2026-01-13;ELK-002;Elektronik 2;Elektronik;1;5026,00;4835,54;4020,80;190,46;Hayır;Mağaza;MUS-0243
2026-01-13;EVT-005;Ev Tekstili 5;Ev Tekstili;1;697,00;677,34;348,50;19,66;Hayır;Web;MUS-0323
2026-01-13;AYK-004;Ayakkabı 4;Ayakkabı;2;658,00;1299,84;789,60;16,16;Hayır;Pazaryeri;MUS-0326
2026-01-13;AKS-003;Aksesuar 3;Aksesuar;2;233,00;436,95;209,70;29,05;Hayır;Web;MUS-0165
2026-01-13;AYK-004;Ayakkabı 4;Ayakkabı;3;302,00;900,34;543,60;5,66;Hayır;Web;MUS-0268
2026-01-13;GIY-005;Giyim Ürünü 5;Giyim;2;287,00;531,28;315,70;42,72;Hayır;Pazaryeri;MUS-0132
2026-01-13;EVT-002;Ev Tekstili 2;Ev Tekstili;1;589,00;587,31;294,50;1,69;Hayır;Web;MUS-0310
2026-01-13;AKS-002;Aksesuar 2;Aksesuar;2;212,00;406,67;190,80;17,33;Hayır;Pazaryeri;MUS-0244
2026-01-14;AKS-001;Aksesuar 1;Aksesuar;2;265,00;513,04;238,50;16,96;Hayır;Mağaza;MUS-0341
2026-01-14;ELK-005;Elektronik 5;Elektronik;3;5196,00;14904,69;12470,40;683,31;Hayır;Web;MUS-0090
2026-01-14;ELK-004;Elektronik 4;Elektronik;2;5247,00;10043,69;8395,20;450,31;Hayır;Mağaza;MUS-0067
2026-01-14;AYK-005;Ayakkabı 5;Ayakkabı;1;998,00;982,70;598,80;15,30;Hayır;Pazaryeri;MUS-0241
2026-01-14;EVT-002;Ev Tekstili 2;Ev Tekstili;1;147,00;141,40;73,50;5,60;Hayır;Mağaza;MUS-0084
2026-01-14;GIY-004;Giyim Ürünü 4;Giyim;2;411,00;765,69;452,10;56,31;Hayır;Web;MUS-0037
2026-01-14;ELK-001;Elektronik 1;Elektronik;1;1367,00;1354,03;1093,60;12,97;Hayır;Web;MUS-0054
2026-01-14;ELK-005;Elektronik 5;Elektronik;2;5319,00;10608,17;8510,40;29,83;Hayır;Web;MUS-0009
2026-01-14;AKS-005;Aksesuar 5;Aksesuar;1;311,00;300,51;139,95;10,49;Hayır;Pazaryeri;MUS-0081
2026-01-14;GIY-001;Giyim Ürünü 1;Giyim;3;183,00;527,85;301,95;21,15;Hayır;Web;MUS-0210
2026-01-14;AKS-005;Aksesuar 5;Aksesuar;1;211,00;197,46;94,95;13,54;Hayır;Web;MUS-0324
2026-01-14;GIY-004;Giyim Ürünü 4;Giyim;2;669,00;1263,97;735,90;74,03;Hayır;Mağaza;MUS-0062
2026-01-14;ELK-001;Elektronik 1;Elektronik;1;2668,00;2545,30;2134,40;122,70;Hayır;Web;MUS-0134
2026-01-14;AKS-002;Aksesuar 2;Aksesuar;1;94,00;89,16;42,30;4,84;Hayır;Web;MUS-0303
2026-01-14;AKS-004;Aksesuar 4;Aksesuar;3;190,00;535,85;256,50;34,15;Hayır;Mağaza;MUS-0070
2026-01-14;AKS-001;Aksesuar 1;Aksesuar;3;156,00;459,84;210,60;8,16;Hayır;Mağaza;MUS-0211
2026-01-14;EVT-001;Ev Tekstili 1;Ev Tekstili;3;794,00;2251,59;1191,00;130,41;Hayır;Mağaza;MUS-0287
2026-01-14;AYK-003;Ayakkabı 3;Ayakkabı;1;1304,00;1245,37;782,40;58,63;Hayır;Mağaza;MUS-0338
2026-01-14;EVT-005;Ev Tekstili 5;Ev Tekstili;1;493,00;461,82;246,50;31,18;Hayır;Web;MUS-0281
2026-01-14;ELK-005;Elektronik 5;Elektronik;1;3980,00;3887,79;3184,00;92,21;Hayır;Mağaza;MUS-0249
2026-01-14;EVT-004;Ev Tekstili 4;Ev Tekstili;3;633,00;1768,86;949,50;130,14;Hayır;Web;MUS-0228
2026-01-14;ELK-001;Elektronik 1;Elektronik;1;4407,00;4085,29;3525,60;321,71;Hayır;Mağaza;MUS-0137
2026-01-14;ELK-001;Elektronik 1;Elektronik;2;5945,00;11148,80;9512,00;741,20;Hayır;Web;MUS-0040
2026-01-15;ELK-003;Elektronik 3;Elektronik;2;3795,00;7035,59;6072,00;554,41;Hayır;Web;MUS-0237
2026-01-15;ELK-005;Elektronik 5;Elektronik;3;4308,00;12030,83;10339,20;893,17;Hayır;Web;MUS-0196
2026-01-15;ELK-001;Elektronik 1;Elektronik;3;2714,00;7872,62;6513,60;269,38;Hayır;Mağaza;MUS-0091
2026-01-15;ELK-001;Elektronik 1;Elektronik;3;3898,00;11613,40;9355,20;80,60;Hayır;Mağaza;MUS-0006
2026-01-15;ELK-004;Elektronik 4;Elektronik;3;2467,00;6968,34;5920,80;432,66;Hayır;Web;MUS-0115
2026-01-15;GIY-003;Giyim Ürünü 3;Giyim;1;690,00;643,86;379,50;46,14;Hayır;Mağaza;MUS-0010
2026-01-15;AYK-003;Ayakkabı 3;Ayakkabı;1;369,00;366,46;221,40;2,54;Hayır;Mağaza;MUS-0278
2026-01-15;GIY-005;Giyim Ürünü 5;Giyim;2;196,00;362,32;215,60;29,68;Hayır;Web;MUS-0103
2026-01-15;ELK-003;Elektronik 3;Elektronik;1;3901,00;3668,02;3120,80;232,98;Hayır;Pazaryeri;MUS-0200
2026-01-15;ELK-004;Elektronik 4;Elektronik;1;5934,00;5758,14;4747,20;175,86;Hayır;Pazaryeri;MUS-0317
2026-01-15;ELK-001;Elektronik 1;Elektronik;1;3985,00;3667,39;3188,00;317,61;Hayır;Pazaryeri;MUS-0020
2026-01-15;AKS-005;Aksesuar 5;Aksesuar;3;177,00;524,68;238,95;6,32;Hayır;Web;MUS-0236
2026-01-15;EVT-005;Ev Tekstili 5;Ev Tekstili;1;422,00;405,67;211,00;16,33;Hayır;Web;MUS-0278
2026-01-15;AKS-004;Aksesuar 4;Aksesuar;1;281,00;264,13;126,45;16,87;Hayır;Pazaryeri;MUS-0226
2026-01-15;EVT-001;Ev Tekstili 1;Ev Tekstili;2;617,00;1222,33;617,00;11,67;Hayır;Web;MUS-0169
2026-01-15;GIY-003;Giyim Ürünü 3;Giyim;3;305,00;843,37;503,25;71,63;Hayır;Web;MUS-0303
2026-01-15;AKS-001;Aksesuar 1;Aksesuar;1;308,00;302,73;138,60;5,27;Hayır;Mağaza;MUS-0149
2026-01-15;AYK-003;Ayakkabı 3;Ayakkabı;2;497,00;969,99;596,40;24,01;Hayır;Mağaza;MUS-0049
2026-01-16;GIY-001;Giyim Ürünü 1;Giyim;2;571,00;1115,07;628,10;26,93;Hayır;Web;MUS-0133
2026-01-16;AYK-005;Ayakkabı 5;Ayakkabı;1;1203,00;1173,57;721,80;29,43;Hayır;Web;MUS-0168
2026-01-16;GIY-003;Giyim Ürünü 3;Giyim;2;603,00;1179,87;663,30;26,13;Hayır;Mağaza;MUS-0310
2026-01-16;GIY-005;Giyim Ürünü 5;Giyim;3;545,00;1603,84;899,25;31,16;Hayır;Web;MUS-0244
2026-01-16;EVT-005;Ev Tekstili 5;Ev Tekstili;1;246,00;238,03;123,00;7,97;Hayır;Pazaryeri;MUS-0185
2026-01-16;GIY-005;Giyim Ürünü 5;Giyim;3;270,00;789,90;445,50;20,10;Hayır;Mağaza;MUS-0334
2026-01-16;AYK-003;Ayakkabı 3;Ayakkabı;2;1223,00;2354,94;1467,60;91,06;Hayır;Pazaryeri;MUS-0283
2026-01-16;GIY-004;Giyim Ürünü 4;Giyim;3;691,00;2065,01;1140,15;7,99;Hayır;Mağaza;MUS-0057
2026-01-16;GIY-002;Giyim Ürünü 2;Giyim;3;211,00;592,24;348,15;40,76;Hayır;Mağaza;MUS-0168
2026-01-16;GIY-004;Giyim Ürünü 4;Giyim;2;512,00;1019,71;563,20;4,29;Hayır;Web;MUS-0240
2026-01-16;AYK-001;Ayakkabı 1;Ayakkabı;2;566,00;1080,81;679,20;51,19;Hayır;Pazaryeri;MUS-0197
2026-01-16;GIY-002;Giyim Ürünü 2;Giyim;2;599,00;1126,88;658,90;71,12;Hayır;Web;MUS-0126
2026-01-16;ELK-005;Elektronik 5;Elektronik;3;2760,00;8243,31;6624,00;36,69;Hayır;Web;MUS-0338
2026-01-16;GIY-002;Giyim Ürünü 2;Giyim;1;518,00;508,47;284,90;9,53;Hayır;Web;MUS-0247
2026-01-16;AYK-001;Ayakkabı 1;Ayakkabı;3;1088,00;3126,89;1958,40;137,11;Hayır;Pazaryeri;MUS-0349
2026-01-16;EVT-002;Ev Tekstili 2;Ev Tekstili;2;516,00;1020,75;516,00;11,25;Hayır;Web;MUS-0029
2026-01-16;AKS-003;Aksesuar 3;Aksesuar;3;88,00;246,42;118,80;17,58;Hayır;Pazaryeri;MUS-0210
2026-01-16;GIY-002;Giyim Ürünü 2;Giyim;1;461,00;446,85;253,55;14,15;Hayır;Mağaza;MUS-0060
2026-01-16;EVT-002;Ev Tekstili 2;Ev Tekstili;1;656,00;638,06;328,00;17,94;Hayır;Pazaryeri;MUS-0116
2026-01-17;ELK-005;Elektronik 5;Elektronik;1;2823,00;2809,47;2258,40;13,53;Hayır;Web;MUS-0193
2026-01-17;ELK-005;Elektronik 5;Elektronik;1;3668,00;3559,28;2934,40;108,72;Hayır;Pazaryeri;MUS-0250
2026-01-17;AYK-003;Ayakkabı 3;Ayakkabı;3;1286,00;3614,52;2314,80;243,48;Hayır;Pazaryeri;MUS-0086
2026-01-17;GIY-002;Giyim Ürünü 2;Giyim;2;179,00;333,23;196,90;24,77;Hayır;Pazaryeri;MUS-0093
2026-01-17;AYK-002;Ayakkabı 2;Ayakkabı;1;1039,00;1022,80;623,40;16,20;Hayır;Mağaza;MUS-0110
2026-01-17;ELK-005;Elektronik 5;Elektronik;3;4703,00;13418,27;11287,20;690,73;Hayır;Web;MUS-0290
2026-01-17;AKS-005;Aksesuar 5;Aksesuar;3;229,00;672,76;309,15;14,24;Hayır;Web;MUS-0086
2026-01-17;ELK-003;Elektronik 3;Elektronik;3;3228,00;9412,43;7747,20;271,57;Hayır;Mağaza;MUS-0306
2026-01-17;AYK-003;Ayakkabı 3;Ayakkabı;1;1192,00;1154,08;715,20;37,92;Hayır;Web;MUS-0029
2026-01-17;AKS-002;Aksesuar 2;Aksesuar;3;291,00;814,83;392,85;58,17;Hayır;Web;MUS-0172
2026-01-17;EVT-002;Ev Tekstili 2;Ev Tekstili;1;285,00;283,54;142,50;1,46;Hayır;Pazaryeri;MUS-0317
2026-01-17;ELK-004;Elektronik 4;Elektronik;1;1327,00;1270,41;1061,60;56,59;Hayır;Mağaza;MUS-0071
2026-01-17;EVT-001;Ev Tekstili 1;Ev Tekstili;2;525,00;989,54;525,00;60,46;Hayır;Web;MUS-0065
2026-01-17;GIY-003;Giyim Ürünü 3;Giyim;2;693,00;1300,84;762,30;85,16;Hayır;Web;MUS-0068
2026-01-17;ELK-005;Elektronik 5;Elektronik;3;5050,00;14958,96;12120,00;191,04;Hayır;Web;MUS-0026
2026-01-17;ELK-005;Elektronik 5;Elektronik;1;2453,00;2288,94;1962,40;164,06;Hayır;Pazaryeri;MUS-0060
2026-01-17;AYK-003;Ayakkabı 3;Ayakkabı;1;1036,00;1028,72;621,60;7,28;Hayır;Web;MUS-0308
2026-01-17;GIY-005;Giyim Ürünü 5;Giyim;2;435,00;846,70;478,50;23,30;Hayır;Web;MUS-0235
2026-01-17;ELK-001;Elektronik 1;Elektronik;2;2482,00;4908,20;3971,20;55,80;Hayır;Pazaryeri;MUS-0287
2026-01-17;GIY-005;Giyim Ürünü 5;Giyim;1;688,00;669,92;378,40;18,08;Hayır;Pazaryeri;MUS-0087
2026-01-18;ELK-002;Elektronik 2;Elektronik;1;1286,00;1262,10;1028,80;23,90;Hayır;Web;MUS-0035
2026-01-18;EVT-002;Ev Tekstili 2;Ev Tekstili;3;725,00;2153,93;1087,50;21,07;Hayır;Pazaryeri;MUS-0187
2026-01-18;GIY-004;Giyim Ürünü 4;Giyim;3;454,00;1291,03;749,10;70,97;Hayır;Mağaza;MUS-0228
2026-01-18;GIY-001;Giyim Ürünü 1;Giyim;1;536,00;511,24;294,80;24,76;Hayır;Mağaza;MUS-0059
2026-01-18;EVT-005;Ev Tekstili 5;Ev Tekstili;1;583,00;571,40;291,50;11,60;Hayır;Web;MUS-0010
2026-01-18;GIY-002;Giyim Ürünü 2;Giyim;1;700,00;655,09;385,00;44,91;Hayır;Pazaryeri;MUS-0215
2026-01-18;ELK-001;Elektronik 1;Elektronik;1;2009,00;1883,74;1607,20;125,26;Hayır;Mağaza;MUS-0289
2026-01-18;EVT-002;Ev Tekstili 2;Ev Tekstili;1;637,00;587,46;318,50;49,54;Hayır;Mağaza;MUS-0251
2026-01-18;AKS-005;Aksesuar 5;Aksesuar;1;96,00;89,96;43,20;6,04;Hayır;Mağaza;MUS-0349
2026-01-18;AYK-004;Ayakkabı 4;Ayakkabı;1;334,00;330,94;200,40;3,06;Hayır;Web;MUS-0025
2026-01-18;ELK-002;Elektronik 2;Elektronik;2;4535,00;8912,94;7256,00;157,06;Hayır;Mağaza;MUS-0258
2026-01-18;AYK-005;Ayakkabı 5;Ayakkabı;2;1138,00;2153,00;1365,60;123,00;Hayır;Mağaza;MUS-0130
2026-01-18;ELK-001;Elektronik 1;Elektronik;3;2348,00;6685,07;5635,20;358,93;Hayır;Pazaryeri;MUS-0327
2026-01-18;AKS-004;Aksesuar 4;Aksesuar;3;150,00;430,95;202,50;19,05;Hayır;Web;MUS-0237
2026-01-18;AKS-005;Aksesuar 5;Aksesuar;3;140,00;407,17;189,00;12,83;Hayır;Pazaryeri;MUS-0217
2026-01-18;ELK-003;Elektronik 3;Elektronik;1;2743,00;2610,65;2194,40;132,35;Hayır;Web;MUS-0016
2026-01-18;ELK-005;Elektronik 5;Elektronik;2;1971,00;3838,18;3153,60;103,82;Hayır;Pazaryeri;MUS-0301
2026-01-18;EVT-002;Ev Tekstili 2;Ev Tekstili;3;385,00;1135,06;577,50;19,94;Hayır;Pazaryeri;MUS-0085
2026-01-18;EVT-003;Ev Tekstili 3;Ev Tekstili;2;782,00;1440,03;782,00;123,97;Hayır;Web;MUS-0174
2026-01-18;AKS-001;Aksesuar 1;Aksesuar;1;236,00;220,35;106,20;15,65;Hayır;Mağaza;MUS-0212
2026-01-18;AYK-004;Ayakkabı 4;Ayakkabı;1;520,00;508,34;312,00;11,66;Hayır;Mağaza;MUS-0169
2026-01-18;EVT-004;Ev Tekstili 4;Ev Tekstili;1;301,00;300,97;150,50;0,03;Hayır;Mağaza;MUS-0206
2026-01-18;AKS-001;Aksesuar 1;Aksesuar;3;149,00;417,94;201,15;29,06;Hayır;Web;MUS-0096
2026-01-18;ELK-005;Elektronik 5;Elektronik;1;3048,00;2986,27;2438,40;61,73;Hayır;Pazaryeri;MUS-0221
2026-01-18;EVT-003;Ev Tekstili 3;Ev Tekstili;3;583,00;1684,78;874,50;64,22;Hayır;Pazaryeri;MUS-0047
2026-01-19;GIY-004;Giyim Ürünü 4;Giyim;2;676,00;1296,28;743,60;55,72;Hayır;Pazaryeri;MUS-0011
2026-01-19;AKS-002;Aksesuar 2;Aksesuar;2;71,00;141,03;63,90;0,97;Hayır;Mağaza;MUS-0178
2026-01-19;ELK-002;Elektronik 2;Elektronik;2;5688,00;10823,49;9100,80;552,51;Hayır;Pazaryeri;MUS-0279
2026-01-19;ELK-004;Elektronik 4;Elektronik;2;2116,00;3982,29;3385,60;249,71;Hayır;Pazaryeri;MUS-0260
2026-01-19;AKS-004;Aksesuar 4;Aksesuar;2;289,00;542,92;260,10;35,08;Hayır;Mağaza;MUS-0162
2026-01-19;AYK-005;Ayakkabı 5;Ayakkabı;2;976,00;1910,89;1171,20;41,11;Hayır;Mağaza;MUS-0255
2026-01-19;AYK-002;Ayakkabı 2;Ayakkabı;1;774,00;750,07;464,40;23,93;Hayır;Mağaza;MUS-0041
2026-01-19;GIY-003;Giyim Ürünü 3;Giyim;2;534,00;986,52;587,40;81,48;Hayır;Web;MUS-0271
2026-01-19;AYK-004;Ayakkabı 4;Ayakkabı;3;991,00;2770,40;1783,80;202,60;Hayır;Pazaryeri;MUS-0233
2026-01-19;GIY-002;Giyim Ürünü 2;Giyim;1;407,00;387,83;223,85;19,17;Hayır;Mağaza;MUS-0299
2026-01-19;EVT-002;Ev Tekstili 2;Ev Tekstili;2;759,00;1511,27;759,00;6,73;Hayır;Pazaryeri;MUS-0005
2026-01-19;ELK-004;Elektronik 4;Elektronik;2;5548,00;10630,27;8876,80;465,73;Hayır;Web;MUS-0339
2026-01-19;GIY-003;Giyim Ürünü 3;Giyim;2;383,00;725,56;421,30;40,44;Hayır;Mağaza;MUS-0108
2026-01-19;ELK-002;Elektronik 2;Elektronik;3;935,00;2762,33;2244,00;42,67;Hayır;Web;MUS-0220
2026-01-19;GIY-003;Giyim Ürünü 3;Giyim;1;189,00;181,96;103,95;7,04;Hayır;Web;MUS-0259
2026-01-19;ELK-001;Elektronik 1;Elektronik;2;5524,00;10191,77;8838,40;856,23;Hayır;Pazaryeri;MUS-0184
2026-01-19;EVT-005;Ev Tekstili 5;Ev Tekstili;2;804,00;1497,95;804,00;110,05;Hayır;Web;MUS-0203
2026-01-19;EVT-005;Ev Tekstili 5;Ev Tekstili;3;141,00;411,53;211,50;11,47;Hayır;Web;MUS-0219
2026-01-19;EVT-001;Ev Tekstili 1;Ev Tekstili;2;840,00;1565,68;840,00;114,32;Hayır;Web;MUS-0260
2026-01-20;AKS-004;Aksesuar 4;Aksesuar;1;262,00;260,49;117,90;1,51;Hayır;Pazaryeri;MUS-0238
2026-01-20;AYK-002;Ayakkabı 2;Ayakkabı;1;974,00;943,32;584,40;30,68;Hayır;Mağaza;MUS-0205
2026-01-20;AYK-002;Ayakkabı 2;Ayakkabı;2;879,00;1726,68;1054,80;31,32;Hayır;Pazaryeri;MUS-0149
2026-01-20;GIY-005;Giyim Ürünü 5;Giyim;1;285,00;266,65;156,75;18,35;Hayır;Mağaza;MUS-0275
2026-01-20;AKS-002;Aksesuar 2;Aksesuar;2;155,00;296,50;139,50;13,50;Hayır;Web;MUS-0280
2026-01-20;EVT-004;Ev Tekstili 4;Ev Tekstili;2;526,00;1041,32;526,00;10,68;Hayır;Mağaza;MUS-0214
2026-01-20;GIY-005;Giyim Ürünü 5;Giyim;2;659,00;1289,56;724,90;28,44;Hayır;Pazaryeri;MUS-0149
2026-01-20;AYK-005;Ayakkabı 5;Ayakkabı;2;757,00;1422,83;908,40;91,17;Hayır;Mağaza;MUS-0143
2026-01-20;AYK-003;Ayakkabı 3;Ayakkabı;2;749,00;1434,53;898,80;63,47;Hayır;Web;MUS-0274
2026-01-20;GIY-001;Giyim Ürünü 1;Giyim;1;182,00;177,58;100,10;4,42;Hayır;Pazaryeri;MUS-0087
2026-01-20;EVT-004;Ev Tekstili 4;Ev Tekstili;3;358,00;989,24;537,00;84,76;Hayır;Web;MUS-0141
2026-01-20;GIY-003;Giyim Ürünü 3;Giyim;3;172,00;483,35;283,80;32,65;Hayır;Web;MUS-0171
2026-01-20;AYK-005;Ayakkabı 5;Ayakkabı;2;846,00;1602,75;1015,20;89,25;Hayır;Mağaza;MUS-0110
2026-01-20;EVT-003;Ev Tekstili 3;Ev Tekstili;1;142,00;140,09;71,00;1,91;Hayır;Pazaryeri;MUS-0304
